job_name,company_name,city,salary,jd_text
java,云南信和科技有限公司,昆明,5000.0,1年及以上 本科 计算机 java mysql oracle 数据库 jquery linux 测试 springboot mybatis 绩效奖金 周末双休 带薪年假 员工旅游 五险一金 定期体检 节日福利 年终奖金
算法工程师,中建材凯盛机器人（上海）有限公司,上海,15000.0,3年及以上 本科 c++ git 软件工程 单元测试 编程语言 二次开发 数据结构算法 图像处理 代码 opencv 五险一金 交通补贴 通讯补贴 年终奖金 定期体检 免费工作餐 出差补贴 专业培训 带薪年假 带薪病假
数据分析师,上海目柏机电有限公司,上海,10000.0,无需经验 本科 计算机 数学 统计 matlab 建模 人工智能 spss 分析 数据建模 sas 五险一金 绩效奖金 年终奖金 专业培训 员工旅游 带薪年假 弹性工作 周末双休 节日福利 通讯补贴 全勤奖 做五休二 五险 高温补贴
算法工程师,重庆渝欧跨境电子商务股份有限公司,重庆,15000.0,3-4年 本科 培训 sop 推广 ai crm 团队赋能 用户标签体系 运营效率 自动化营销 客单价 朝九晚六 全职 坐班 兼职 培训 方案 体检 底薪 在家 高额提成
java,西安华玺网络科技有限公司,重庆,7000.0,2年及以上 大专 计算机 java oracle 数据库 spring jquery css html javascript erp 五险一金 绩效奖金 年终奖金 员工旅游 定期体检 弹性工作
算法工程师,浙江悦世环境科技有限公司,嘉兴,10000.0,2年及以上 本科 测试 数学 ai 人工智能 数据可视化 数据清洗 计算机科学 pandas tensorflow numpy 五险一金 餐饮补贴 员工旅游 周末双休
算法工程师,上海煜麦网络科技有限公司,上海,15000.0,3年及以上 本科 自动化 数据结构 编程语言 算法 机器学习 电气工程 深度学习 计算机科学 tensorflow 性能评估 五险一金 补充医疗保险 交通补贴 餐饮补贴 绩效奖金 年终奖金 弹性工作
算法工程师,浙江海正药业股份有限公司,上海,面议,2年及以上 硕士 编程 shell 药物研发 数学 人工智能 机器学习 计算机科学 分子对接 算法开发 编程风格 五险一金 年终奖金 专业培训 带薪年假 定期体检 节日福利 周末双休 有餐补
算法工程师,福建罗德数字科技有限公司,福州,15000.0,3年及以上 本科 数据分析 c++ 建模 机器学习 深度学习 数学建模 tensorflow 技术创新 深度学习框架 算法研发 方案 五险一金 年终奖金 绩效奖金 项目奖金 带薪年假 零食下午茶 定期体检 定期团建
算法工程师,自猎科技（宁波）有限公司,宁波,面议,5年及以上 本科 计算机 软件开发 数学 架构设计 技术选型 python3 技术落地 多模态 决策算法 后端 奖金 方案 五险一金 定期团建 年终奖金 出差补贴
数据分析师,上海柏巨电子科技有限公司,福州,6000.0,无需经验 大专 计算机 数据分析 会计学 数学 数据收集 数据挖掘 数据质量 数据处理 统计学 数据分析报告 五险一金 绩效奖金 年终奖金 定期体检 专业培训 餐饮补贴 员工旅游 带薪年假 弹性工作 周末双休 交通补贴 全勤奖 做五休二 五险 培训
数据分析师,中博信息技术研究院有限公司,北京,20000.0,3年及以上 本科 客户开发 产品推广 市场拓展 宣传推广 公文写作 市场洞察 电信行业 材料撰写 市场经营分析 主题报告 五险一金 餐饮补贴 周末双休 交通补贴 通讯补贴
算法工程师,深圳市科奈信科技有限公司,深圳,16000.0,1年 硕士 调试 结构设计 drc 算法 元器件 异常分析处理 降噪 FFT WDRC/DRC INR 五险一金 员工旅游 年终奖金 带薪年假 餐饮补贴 绩效奖金 项目奖金
算法工程师,上海华讯网络系统有限公司,北京,14000.0,1年及以上 硕士 计算机 c++ 数学 编程语言 验证 代码实现 tensorflow 文献阅读 产品落地 目标检测 五险一金 补充医疗保险 补充公积金 交通补贴 年终奖金 通讯补贴 定期体检 专业培训
算法工程师,眸芯科技（上海）有限公司,上海,33000.0,4年及以上 硕士 深度学习 tensorflow 人脸识别 NPU 神经网络 yolo ai 机器视觉 量化 五险一金 交通补贴 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检
数据分析师,中国蔬菜协会,北京,面议,无需经验 硕士 统计 分析报告 数据采集 农学 农业 园艺 植保 五险一金 绩效奖金 年终奖金 定期体检 餐饮补贴 周末双休 交通补贴 补充医疗保险 通讯补贴 全勤奖
java,深圳华大基因股份有限公司,深圳,18000.0,5年及以上 本科 计算机 java 数据库 spring jquery linux mybatis css html redis 五险一金 年终奖金 定期体检 餐饮补贴 专业培训 通讯补贴 周末双休 带薪年假 出国机会 员工班车 员工公寓 员工食堂
数据分析师,河南瑞出工业设计有限公司,郑州,6000.0,无需经验 mysql 办公软件 数据库 数据采集 数据治理 httpclient webdriver jsoup phantomjs 实习证明 五险一金 带薪年假 年终奖金 绩效奖金 专业培训 定期体检 包吃 包住 免费工作餐 租房补贴
数据开发,航天精工股份有限公司,天津,8000.0,2年及以上 硕士 java 数据库 sql 软件工程 ai 编程语言 人工智能 机器学习 过程管理 计算机科学 年终奖金 定期体检 绩效奖金 补充医疗保险 带薪年假 免费三餐 补充公积金 六险三金 人才公寓
java,深圳华云信息系统科技股份有限公司,深圳,15000.0,4年及以上 本科 计算机 java mysql oracle spring linux html redis 金融 前端 五险一金 餐饮补贴 员工旅游 周末双休 带薪年假 节日福利
算法工程师,深圳市阿拉丁无人机有限公司,北京,20000.0,5年及以上 博士 linux 测试 c++ 质量管理 软件 算法 进度管理 立项 opencv tensorflow 五险一金 年终奖金 定期体检 绩效奖金 餐饮补贴 专业培训 员工旅游 交通补贴 通讯补贴 补充医疗保险 股票期权 出国机会
算法工程师,前锦网络信息技术（上海）有限公司,南京,面议,3年及以上 硕士 英语 代码编写 数学 架构设计 技术交流 编程语言 技术文档 线性代数 控制理论 项目评审 年终奖金 餐饮补贴 带薪年假 节日福利 免费班车 周末双休 补充公积金
数据分析师,麦朗（上海）医疗器材贸易有限公司,上海,13000.0,3-5年 本科 pricing price cost savings database data models 五险一金 补充医疗保险 员工旅游 绩效奖金 弹性工作 定期体检 周末双休
算法工程师,江苏一影医疗设备有限公司,上海,面议,在校生/应届生 硕士 人工智能 图像分割 后处理 图像配准 图像分类 分类算法 配准 分割 五险一金 补充医疗保险 补充公积金 员工旅游 餐饮补贴 年终奖金 定期体检 弹性工作 绩效奖金 专业培训
数据开发,基迈克材料科技（苏州）有限公司,苏州,9000.0,1年 本科 数据分析 数据报表 数据 大数据平台 bi分析 报表开发 信息系统 数据仓库 finereport finebi 五险一金 员工旅游 年终奖金 定期体检 高温补贴 节日福利 绩效奖金 周末双休 带薪年假
数据分析师,广东龙行天下科技股份有限公司,东莞,15000.0,5年及以上 本科 计算机 软件工程 系统开发 数据建模 生命周期管理 知识图谱 知识库 制造业行业 知识库管理 智能问答 五险一金 专业培训 带薪年假 节日福利 全勤奖 方案
算法工程师,煤炭科学研究总院有限公司,北京,面议,在校生/应届生 硕士 计算机 linux 测试 自动化 c++ 软件测试 软件工程 文档编写 编码 多线程 方案 六险二金 出国机会 带薪年假 职工餐 交通补贴 定期团建 通讯补贴 节日慰问 生日卡 进阶职业培训
数据分析师,佰聆数据股份有限公司北京分公司,杭州,面议,无需经验 本科 计算机 mysql oracle 数据库 数据分析 需求调研 编程 文档编写 数学 人工智能 五险一金 餐饮补贴 通讯补贴 定期体检 年终奖金 弹性工作 档案*** 专业培训 绩效奖金
数据分析师,内蒙古伊利实业集团股份有限公司,北京,12000.0,无需经验 硕士 java 数据分析 方案设计 大数据 ai 编程语言 人工智能 智能化 go 数字化转型 五险一金 绩效奖金 年终奖金 定期体检 专业培训 带薪年假 节日福利
数据分析师,四川华夏博康教育科技有限公司,成都,8000.0,2年及以上 本科 数据挖掘 数据可视化 数据清洗 大数据处理 统计学原理 数据存储 数据库 数据分析 五险一金 补充医疗保险 通讯补贴 绩效奖金 股票期权 带薪年假 带薪事假 双休
算法工程师,招商局工业智能科技（江苏）有限公司,上海,18000.0,3年及以上 本科 c++ 设计模式 项目开发 组织架构 算法 人工智能 机器学习 数据挖掘 工业自动化 深度学习 方案 五险一金 免费班车 通讯补贴 餐饮补贴 年终奖金 定期体检
算法工程师,上海全成通信技术有限公司,上海,7000.0,无需经验 本科 计算机 需求分析 编程 编程语言 人工智能 机器学习 项目测试 数据结构算法 数据 Python 周末双休 五险一金 绩效奖金 餐饮补贴 年终奖金
数据分析师,晖致医药有限公司,上海,25000.0,5-7年 本科 数据分析 数据挖掘 用户行为分析 用户画像 Insights 解决方案 基础数据 结果产出 五险一金 年终奖金 定期体检 弹性工作 周末双休 通讯补贴 地铁周边
算法工程师,苏州喻云仿科技有限公司,苏州,8000.0,无需经验 本科 计算机 cad c++ 软件工程 数据接口 股权激励 网格划分 vtk cae仿真 参数化建模 股权激励 项目奖金 年终奖 福利多多 五险一金 带薪年假 年终奖金 绩效奖金 有餐补
算法工程师,量子科技长三角产业创新中心,苏州,30000.0,3年及以上 博士 项目方案 凝聚态物理 量子信息 量子计算 实验 python 方案 带薪年假 绩效奖金 专业培训 定期体检 免费工作餐 出差补贴 人才公寓 六险二金 团建活动
Python,广州椿祁科技有限公司,广州,12000.0,无需经验 本科 调试 docker 编程语言 机器学习 部署 深度学习 代码规范 kubernetes 技术实现方案 自动化部署 五险一金 年终奖金 绩效奖金 专业培训 弹性工作 周末双休 交通补贴 带薪年假 方案
算法工程师,长沙易都电子商务有限公司,北京,12000.0,无需经验 linux 测试 编程 数学 人工智能 机器学习 深度学习 计算机科学 tensorflow 性能评估 餐饮补贴 通讯补贴 绩效奖金 交通补贴 五险一金
数据分析师,科睿驰（深圳）医疗科技发展有限公司,深圳,15000.0,3年及以上 本科 销售 数据分析 excel ppt 数学 统计 销售策略 财经 vba 业务分析报告 奖金 五险一金 补充医疗保险 员工旅游 年终奖金 绩效奖金 股票期权 定期体检 餐饮补贴 专业培训 交通补贴
数据分析师,重庆喜相连科技有限公司,重庆,4000.0,无需经验 大专 计算机 数据分析 sql 数学 数据采集 数据治理 目标制定 python 统计学 数据质量 五险一金 年终奖金 定期体检 餐饮补贴 员工旅游 带薪年假 弹性工作 周末双休 节日福利 交通补贴 补充医疗保险 通讯补贴 补充公积金 五险 高温补贴
java,卓望信息技术（北京）有限公司,北京,面议,6年及以上 本科 云化平台经验 服务器配置 数据库优化 数据库建模 五险一金 年终奖金 定期体检 餐饮补贴 专业培训 交通补贴 通讯补贴 周末双休 补充医疗保险 带薪年假 节日福利 补充公积金
数据分析师,三一集团有限公司,湖州,12000.0,2年及以上 本科 仪表板 数据展现 客户需求分析 报表系统 数据可视化 tableau 绩效奖金 年终奖金 定期体检 专业培训 餐饮补贴 带薪年假 弹性工作 周末双休 节日福利 交通补贴 五险 方案
数据分析师,浙江仙居制药销售有限公司,杭州,15000.0,2年及以上 本科 数据可视化 数据分析 大数据分析 BI 数据处理 SQL python 交通补贴 通讯补贴 六险二金 劳保用品 法定节假日 年度体检 公司规模大 管理规范
java,广州市联思软件科技有限公司,广州,12000.0,5年及以上 本科 java mysql oracle 数据库 springboot mybatis redis springcloud 软件开发 前端开发 双休 五险一金 公司福利 节假日 法定节假 年假 带薪产假 带薪假期 方案
数据分析师,利民（番禺南沙）电器发展有限公司,广州,8000.0,1-5年 大专 办公软件 excel erp 行政 粤语 数据洞察 决策支持 跨部门协作 英语流利 大学英语6级 五险一金 年终奖金 带薪年假 周末双休 节日福利 做五休二 培训 包住 有餐补
C/C++,杭州永谐科技有限公司,上海,20000.0,5-7年 本科 c++ windows 架构设计 emc 测试系统 WiFi测试 远场 平面近场 节日福利 五险一金 带薪年假 定期体检 绩效奖金 年终奖金 旅游福利
算法工程师,上海索辰信息科技股份有限公司,杭州,25000.0,无需经验 博士 fdtd fem c++ Fortran 计算电磁学 cst hfss feko rcs mom矩量法 五险一金 餐饮补贴 通讯补贴 年终奖金 股票期权 周末双休 带薪年假
算法工程师,深圳市劲拓自动化设备股份有限公司,深圳,25000.0,5年及以上 硕士 java smt 编程 功能开发 人工智能 深度学习 计算机科学 测温 ipc tensorflow 五险一金 免费班车 做五休二 方案 包吃住
java,上海才扬软件科技有限公司,西安,8000.0,1年及以上 大专 java mybatis 设计模式 技术方案 面向对象编程 优化系统性能 编码及测试 模块设计 boot 开发框架 五险一金 绩效奖金 餐饮补贴 弹性工作 年终奖金 专业培训 方案 培训
java,广州穗华能源科技有限公司,广州,12000.0,3年及以上 本科 java linux springboot javascript redis springcloud mysql数据库 研发 docker 大数据 五险一金 年终奖金 绩效奖金 定期体检 餐饮补贴 弹性工作 周末双休 带薪年假
算法工程师,张江实验室,上海,面议,3年及以上 博士 linux 人工智能 光电子 gpu keras pytorch 五险一金 补充医疗保险 补充公积金 免费班车 定期体检 绩效奖金 商业医疗保险 餐厅、运动场
算法工程师,海目星激光科技集团股份有限公司,深圳,15000.0,3-5年 本科 erp sap oa ai 二次开发 性能调优 调优 办公系统 知识库 api接口对接 五险一金 餐饮补贴 绩效奖金 专业培训 股票期权 定期体检
C/C++,北京天智航医疗科技股份有限公司,北京,10000.0,1年及以上 本科 计算机 测试用例 c++ 软件开发 windows 软件工程 设计模式 软件 面向对象 uml 五险一金 补充医疗保险 子女医疗保险 带薪年假 年终奖金 定期体检 有餐补 通讯补贴 交通补贴
算法工程师,浙江芯力微电子股份有限公司,上海,20000.0,3-4年 硕士 c++ 雷达信号处理 matlab 五险一金 年终奖金 定期体检 餐饮补贴 专业培训 员工旅游 弹性工作 带薪年假 节日福利 周末双休 补充公积金 商业医疗保险 洗牙
数据开发,广东三津食品有限公司,东莞,13000.0,5年及以上 本科 培训 数据分析 需求分析 sql 设计方案 etl kettle 数据仓库 数据收集 开发计划 培训 方案 五险一金 带薪年假 带薪病假 绩效奖金 项目奖金 定期体检 零食下午茶 包吃 包住 专业培训
算法工程师,劢微机器人科技（深圳）有限公司,深圳,20000.0,2年 硕士 计算机 c++ 编程 项目开发 人工智能 阅读 数学建模 运筹学 agv 应用数学 五险一金 绩效奖金 节日福利 专业培训 项目奖金 年终奖金 不定期聚餐 一档医疗保险
数据分析师,上海博电信息科技有限公司,上海,8000.0,2年及以上 大专 excel 数据分析处理 销售数据统计 返利核算 订单跟进 零售行业 做五休二 五险一金 专业培训 节日福利 周末双休 员工旅游 年终奖金 早九晚六
算法工程师,夏禹集成电路（上海）有限公司,上海,30000.0,5年及以上 硕士 数据分析 linux 机器学习 深度学习 视频 音频 计算机视觉 acl icml eccv 五险一金 专业培训 绩效奖金 年终奖金 定期体检 方案 出国机会 员工旅游 项目奖金 带薪年假
算法工程师,中国科学院信息工程研究所,北京,15000.0,无需经验 硕士 计算机 git 通信 软件工程 大数据 电子信息 人工智能 机器学习 数据清洗 深度学习 五险一金 年终奖金 定期体检 补充医疗保险 带薪年假 节日福利 周末双休
数据分析师,驻马店亮彩建筑工程有限公司,驻马店,7500.0,2年及以上 本科 计算机 数据分析 excel sql 信息管理 数据支持 oa系统 数据报表 功能优化 管理维护 五险一金 补充医疗保险 补充公积金 员工旅游 交通补贴 绩效奖金 年终奖金 餐饮补贴 定期体检 周末双休
java,北京能科瑞元数字技术有限公司,南京,10000.0,4年及以上 本科 机械 自动化 项目实施 系统功能开发 teamcenter nx 数字化制造 技术路线制定 离散型制造业 系统开发方案 五险一金 补充医疗保险 通讯补贴 餐饮补贴 交通补贴 方案
数据开发,碧兴物联科技（深圳）股份有限公司,深圳,12000.0,3年及以上 本科 java 数据分析 redis gcp shell 数学 统计 docker etl hive 五险一金 餐饮补贴 通讯补贴 交通补贴 周末双休 带薪年假 节日福利
数据开发,飞宇机电技术（重庆）有限公司,重庆,10000.0,3年及以上 本科 java plc 食品行业 hadoop spark 技术文档 高并发 数据存储 flink 数据中台 绩效奖金 年终奖金 专业培训 错峰下班 五险 节日福利 节假日休息 周末双休
数据分析师,SHEIN,广州,25000.0,4年及以上 本科 数据分析 excel sql 物流 数学 统计 分析报告 供应链 数据建模 五险一金 员工旅游 专业培训 定期体检 年终奖金 方案 补充医疗保险 带薪年假 出国机会 零食下午茶 有餐补 定期团建
C/C++,广州中望龙腾软件股份有限公司,上海,25000.0,3-5年 本科 linux 测试 调试 c++ 软件开发 团队建设 windows 软件工程 设计模式 代码编写 五险一金 年终奖金 定期体检 弹性工作 周末双休 团队建设 节假日福利
数据开发,深圳华强集团有限公司,深圳,8000.0,3年及以上 本科 计算机 java mysql 数据库 财务 需求分析 sql 运维 数学 报表 五险一金 定期体检 绩效奖金 专业培训 餐饮补贴 周末双休 带薪年假 晋升空间大
数据治理工程师,广州新锐光掩模科技有限公司,广州,8000.0,1年及以上 本科 计算机 客户沟通 eda 理工科 版图绘制 数据处理 五险一金 补充医疗保险 免费班车 交通补贴 通讯补贴 专业培训 绩效奖金 年终奖金 股票期权 定期体检
算法工程师,深圳市英威腾电气股份有限公司,深圳,15000.0,3年及以上 本科 linux c++ 运动控制 英语6级 齿轮 sfc home iec61131_3 电子凸轮 PLCopen 五险一金 专业培训 绩效奖金 年终奖金 定期体检 通勤班车 周末双休 餐饮补贴
java,北京高阳金信信息技术有限公司,深圳,15000.0,5-8年 本科 计算机 java mysql oracle spring linux springboot mybatis springmvc 开发 五险一金 定期体检 补充医疗保险 带薪年假
算法工程师,上海伽易信息技术有限公司,上海,12000.0,1年及以上 硕士 linux 系统集成 电子信息工程 人工智能 机器学习 微服务架构 深度学习 计算机科学 nlp tensorflow 绩效奖金 年终奖金 五险一金
数据分析师,汇丰环球客户服务(广东)有限公司,广州,15000.0,3-4年 本科 SQL Python and Tableau. Knowledge of Big Query 五险一金 绩效奖金 带薪年假 补充医疗保险 定期体检 节日礼物 专业培训 加班补助
算法工程师,利德健康科技（广州）有限公司,广州,20000.0,5年及以上 硕士 需求分析 生物医学工程 人工智能 深度学习 机器学习 算法设计 模式识别 数据挖掘 信号处理 细胞学 五险一金 年终奖金 专业培训 带薪年假 周末双休 节日福利 股票期权 零食下午茶 出差补贴 定期团建 领导好 氛围愉悦
java,万得信息技术股份有限公司,上海,15000.0,3年及以上 本科 计算机 java mysql springboot mybatis redis 解决方案 mongodb 架构设计 java开发 五险一金 补充医疗保险 员工旅游 专业培训 出国机会 弹性工作 定期体检 绩效奖金 餐饮补贴 年终奖金
数据分析经理/主管,伊顿母线（江苏）有限公司,深圳,面议,10年及以上 大专 销售 excel word 客户关系管理 项目跟进 power 销售目标制定 行业资源 市场策略制定 数据分析 五险一金 免费班车 员工旅游 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检 弹性工作
java,中控技术股份有限公司,杭州,15000.0,5年及以上 本科 计算机 java mysql springboot mybatis redis sql springcloud 互联网 kafka 方案 五险一金 餐饮补贴 交通补贴 年终奖金 定期体检 弹性工作 员工旅游
java,深圳市爱世达资讯科技有限公司,深圳,7000.0,2年 本科 java 金蝶erp springboot springcloud 数据库 文档编写 spring 开发 docker容器 mysql 五险一金 员工旅游 定期体检 带薪年假 年终奖金 通讯补贴 出差补贴 交通补贴 高温补贴
java,上海火炬电子科技集团有限公司,上海,12000.0,5年及以上 本科 计算机 java spring 需求分析 项目管理 需求调研 团队管理 编程 js mysql数据库 五险一金 餐饮补贴 绩效奖金 年终奖金 定期体检
数据分析师,国众联,深圳,5500.0,1年及以上 本科 办公软件 数据分析 office 分析报告 数据收集 数据支持 arcgis 地理信息系统 数据维护 土地资源管理 绩效奖金 周末双休 入职购买五险
算法工程师,康龙化成（北京）新药技术股份有限公司,杭州,10000.0,2年及以上 本科 信息检索 算法 医药行业 实验 研发 生物 原型测试 低代码 项目管理 系统 五险一金 免费班车 餐饮补贴 定期体检 带薪年假 免费停车 绩效奖金
算法工程师,芯耀辉科技股份有限公司,上海,面议,在校生/应届生 博士 编程 matlab 建模 数字信号处理 通信原理 通信工程 cdr rtl serdes 性能分析 补充医疗保险 补充公积金 带薪年假 带薪病假 绩效奖金 股票期权 项目奖金 专业培训 定期体检 定期团建
java,广州汇标检测技术中心,广州,6000.0,2年及以上 大专 计算机 java mysql oracle spring redis j2ee 缓存 技术文档 分布式 五险一金 餐饮补贴 交通补贴 弹性工作 周末双休 做五休二 全勤奖
算法工程师,重庆维普资讯有限公司,重庆,12000.0,2年及以上 本科 transformer Agent RAG 大语言模型 提示词工程 AI应用开发 五险一金 员工旅游 绩效奖金 年终奖金 弹性工作 定期体检 专业培训 带薪年假 节假日礼金 生日礼金
算法工程师,芯耀辉科技股份有限公司,上海,面议,5年及以上 博士 编程 matlab 建模 数字信号处理 通信原理 通信工程 cdr rtl serdes 性能分析 补充医疗保险 补充公积金 带薪年假 带薪病假 绩效奖金 股票期权 项目奖金 专业培训 定期体检 定期团建
java,上海企通数字科技有限公司,上海,15000.0,5年及以上 本科 计算机 java 数据库 开发 前端框架 技术文档 数据模型 数据库表设计 数据库维护 编码设计 五险一金 员工旅游 绩效奖金 弹性工作 节日福利 带薪年假 项目奖金 电脑补贴
java,深圳市泓齐网络科技有限公司,北京,12000.0,4年及以上 大专 java 数据库 redis 开发 springcloud 银行 mysql数据库 mongodb tcp 系统开发 年终奖 弹性工作 双休 节日福利 带薪年假 下午茶 结婚礼金 年度体检 年假 年度旅游 聚餐 生育礼金 公积金 购买社保 方案
数据开发,东莞市诺丽科技股份有限公司,东莞,15000.0,2年及以上 硕士 计算机 数据分析 数学 大数据 hadoop hive spark 数据挖掘 数据可视化 大数据分析 五险一金 带薪年假 包吃 带薪病假 项目奖金
数据分析师,北京悦途航空服务有限公司,成都,10000.0,1年及以上 大专 数据分析 英语 数据敏感 投放 航空运输 ota平台 互联网运营 携程 数据 ota 五险一金 绩效奖金 专业培训 带薪年假 节日福利 加班补贴
算法工程师,上海领想智人科技有限公司,上海,15000.0,3年及以上 大专 人才测评 功能开发 数据安全 模块研发 Python 无需坐班 远程办公 弹性工作 技能培训 五险一金 带薪年假 年终奖金 绩效奖金 专业培训 定期体检 有餐补 出差补贴
算法工程师,嘉兴中科声学工程技术中心,上海,15000.0,无需经验 硕士 matlab 算法 信号处理 simulink 声学 雷达 算法实现 nvidia gpu加速 五险一金 补充医疗保险 员工旅游 餐饮补贴 通讯补贴 绩效奖金 年终奖金 定期体检 专业培训
数据分析师,广州莱德璞检测技术有限公司,广州,8000.0,无需经验 本科 检测报告 编辑报告 spss软件 统计学 周末双休 下午茶 奖金 餐补 五险一金 年度调薪 培训 法定节假 节假日 年度旅游 年度体检 住宿 员工旅游 餐饮补贴 补充医疗保险
算法工程师,深圳中科飞测科技股份有限公司,广州,25000.0,2年及以上 硕士 测试 调试 c++ 数学 matlab 英文 统计分析 halcon opencv 英语阅读 五险一金 带薪年假 年终奖金 专业培训 项目奖金 零食下午茶 定期体检 包住 有餐补 出差补贴
算法工程师,上海微创软件股份有限公司,北京,20000.0,1年及以上 本科 计算机 java c++ 数学 编程语言 用户体验 算法 人工智能 机器学习 cpu 学习平台 方案 五险一金 补充医疗保险 免费班车 员工旅游 专业培训 绩效奖金 年终奖金 弹性工作 定期体检 节日福利
数据开发,广东万年青制药股份有限公司,广州,12000.0,2-3年 大专 mysql oracle 数据库 sql sqlserver etl 数据仓库 sql优化 维度建模 多维分析 绩效奖金 五险一金 专业培训 年终奖金
java,庄莲（南京）进出口有限责任公司,南京,9000.0,1年及以上 本科 java spring springboot springmvc jsp JavaScript TypeScript React 五险一金 年终奖金 定期体检 餐饮补贴 专业培训 交通补贴 周末双休 带薪年假 节日福利 高温补贴
C/C++,佛山奥卡机器人有限公司,佛山,9000.0,1-3年 本科 计算机 需求分析 自动化 c++ 软件工程 编程语言 stm32 技术文档编写 modbus mqtt 五险一金 专业培训 绩效奖金 年终奖金 股票期权 项目奖金
数据开发,亚信科技（南京）有限公司,天津,13000.0,5年及以上 本科 数据分析 需求分析 redis sql 文档编写 mongodb 架构设计 hadoop 系统开发 spark 年终奖金 五险一金 绩效奖金 带薪年假 通讯津贴 节日礼物 方案
数据分析师,深圳和而泰智能控制股份有限公司,深圳,10000.0,4年及以上 本科 数据分析 sql 技术方案 统计分析 数据仓库 人工智能 互联网行业 数据清洗 计算机科学 bi 五险一金 绩效奖金 年终奖金 定期体检 带薪年假 周末双休 免费班车 上市公司 方案
算法工程师,矽杰微电子（厦门）有限公司,上海,20000.0,3-4年 硕士 c++ matlab 通信工程 雷达信号处理 五险一金 年终奖金 定期体检 餐饮补贴 专业培训 员工旅游 弹性工作 带薪年假 节日福利 周末双休 补充公积金 商业医疗保险 洗牙
数据分析师,中国平安人寿保险股份有限公司,昌吉,5500.0,无需经验 本科 数据分析 预算 市场分析 经营分析 目标管理 人力 市场策略 项目 经营 年终奖金 定期体检 专业培训 员工旅游 带薪年假 周末双休 节日福利 交通补贴 商业保险 社保 500强 公积金 法定假日 企业年金 六险两金
算法工程师,江苏集萃清联智控科技有限公司,上海,15000.0,2年及以上 硕士 c++ 数据结构 建模 算法 数据采集 人工智能 计算机科学 雷达 深度学习框架 cuda算子 五险一金 带薪年假 专业培训 定期体检 有餐补 定期团建
算法工程师,武汉华美生物工程有限公司,武汉,20000.0,3-5年 硕士 财务 库存管理 ai 风险控制 供应链 机器学习 深度学习 用户画像 tensorflow 企业服务 补充医疗保险 免费班车 交通补贴 餐饮补贴 专业培训 绩效奖金 定期体检
算法工程师,广东元极科技实业有限公司,广州,10000.0,3年及以上 本科 计算机 需求分析 ai 架构设计 物联网 人工智能 机器学习 硬件开发 代码实现 环境科学工程 五险一金 绩效奖金 专业培训 节日福利 周末双休 免费工作餐
算法工程师,苏州华云视创智能科技有限公司,苏州,18000.0,3年及以上 本科 图像处理 缺陷检测 c++/python 点云 三维测量 深度学习 五险一金 年终奖金 绩效奖金 弹性工作 零食下午茶 定期团建 节日福利 有餐补 出差补贴
算法工程师,博西华电器（江苏）有限公司,南京,面议,在校生/应届生 硕士 数据分析 ai 模型训练 原型 prototype 方法论 build 工具设计 methodology data 专业培训 免费班车 周末双休 公司食堂 管理规范
算法工程师,苏州谷英人力资源服务有限公司,苏州,15000.0,2年及以上 本科 计算机 软件开发 人工智能 产品运营 产品设计 产品开发 迭代计划 AIGC 企业级平台 AI生成 五险一金 绩效奖金 年终奖金 专业培训 员工旅游 定期体检 餐饮补贴 节日福利 带薪年假 周末双休 交通补贴 通讯补贴 补充医疗保险 出国机会 方案
PHP,武汉欣业达科技有限公司,武汉,4000.0,2年及以上 app开发 调试 后台代码 餐补 员工旅游 绩效奖金 节日福利 带薪年假 生日福利 文娱活动 职业发展 带薪假期 无需外出 发展空间 发展平台 过节礼品 餐饮补贴
前端开发,石家庄鸣迅信息技术有限公司,郑州,12000.0,无需经验 本科 五险一金 年终奖金 做五休二 定期体检 绩效奖金 专业培训 餐饮补贴 双休 带薪年假 交通补贴 通讯补贴 周末双休 节日福利 弹性工作 节假日福利
前端开发,武汉丰迈信息技术有限公司,武汉,10000.0,3年及以上 本科 计算机 电子 测试 vue 开发 自动化 前端 通信 数据结构 echarts 五险一金 双休 餐饮补贴 年终奖金 专业培训 员工旅游 节日福利 慰问金 团队活动
前端开发,盈峰环境科技集团股份有限公司,长沙,15001.0,3年及以上 本科 测试 javascript 调试 前端 html5 前端开发 webpack 前端框架 架构设计 vue.js 五险一金 年终奖金 绩效奖金 餐饮补贴 交通补贴 通讯补贴 弹性工作
前端开发,银联商务股份有限公司湖北分公司,武汉,8000.0,无需经验 本科 计算机 测试 css vue html5 git 前端开发 运维 项目开发 编码 五险一金 年终奖金 定期体检 绩效奖金 餐饮补贴 双休 带薪年假 节日福利
android,伟尔泰克智造科技（苏州）有限公司,昆山,10000.0,1年及以上 本科 计算机 vue 软件工程 app android ios 动画 代码质量 flutter 手机app 五险一金 通讯补贴 专业培训 出国机会 绩效奖金 年终奖金
ios,深圳硅基仿生科技股份有限公司,深圳,15000.0,3年及以上 本科 计算机 mvc ios 软件工程 数据交互 api 蓝牙 电子信息 sdk restfulapi 方案 五险一金 带薪年假 带薪病假 员工旅游 年终奖金 绩效奖金 专业培训 定期体检 零食下午茶 定期团建
